,p2psockets,p2psockets-core,1.1.2,2005-09-20 05:50     28926,,https://repo1.maven.org/maven2/p2psockets/p2psockets-core/1.1.2/p2psockets-core-1.1.2.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.12,0.1.0,2020-04-30 12:26  61001531,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.12/0.1.0/nussknacker-generic-model_2.12-0.1.0-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.12,0.0.12,2019-11-26 12:59     10760,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.12/0.0.12/nussknacker-generic-model_2.12-0.0.12.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.12,0.0.12,2019-11-26 12:59  84244021,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.12/0.0.12/nussknacker-generic-model_2.12-0.0.12-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.3,2021-09-22 10:56     17941,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.3/nussknacker-generic-model_2.11-0.4.3.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.3,2021-09-22 10:56  49674236,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.3/nussknacker-generic-model_2.11-0.4.3-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.2,2021-09-14 14:58     17941,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.2/nussknacker-generic-model_2.11-0.4.2.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.2,2021-09-14 14:58  49674233,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.2/nussknacker-generic-model_2.11-0.4.2-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.1,2021-09-01 13:53     17940,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.1/nussknacker-generic-model_2.11-0.4.1.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.1,2021-09-01 13:53  49675705,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.1/nussknacker-generic-model_2.11-0.4.1-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.0-RC1,2021-07-29 18:19     17944,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.0-RC1/nussknacker-generic-model_2.11-0.4.0-RC1.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.0-RC1,2021-07-29 18:19  49652433,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.0-RC1/nussknacker-generic-model_2.11-0.4.0-RC1-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.0,2021-08-12 15:29     17940,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.0/nussknacker-generic-model_2.11-0.4.0.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.4.0,2021-08-12 15:29  49652301,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.4.0/nussknacker-generic-model_2.11-0.4.0-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.3.0,2020-11-17 09:56      7332,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.3.0/nussknacker-generic-model_2.11-0.3.0.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.3.0,2020-11-17 09:56  56615111,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.3.0/nussknacker-generic-model_2.11-0.3.0-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.2.2,2020-09-03 07:44      6616,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.2.2/nussknacker-generic-model_2.11-0.2.2.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.2.2,2020-09-03 07:44  73798199,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.2.2/nussknacker-generic-model_2.11-0.2.2-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.2.1,2020-08-31 09:21      6616,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.2.1/nussknacker-generic-model_2.11-0.2.1.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.2.1,2020-08-31 09:21  73795521,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.2.1/nussknacker-generic-model_2.11-0.2.1-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.2.0,2020-08-07 11:46      6615,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.2.0/nussknacker-generic-model_2.11-0.2.0.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.2.0,2020-08-07 11:46  73798657,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.2.0/nussknacker-generic-model_2.11-0.2.0-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.1.2,2020-05-15 15:57      7465,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.1.2/nussknacker-generic-model_2.11-0.1.2.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.1.2,2020-05-15 15:57  67064193,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.1.2/nussknacker-generic-model_2.11-0.1.2-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.1.1,2020-05-06 16:24      7402,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.1.1/nussknacker-generic-model_2.11-0.1.1.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.1.1,2020-05-06 16:24  67066948,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.1.1/nussknacker-generic-model_2.11-0.1.1-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.1.0,2020-04-30 12:13      8820,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.1.0/nussknacker-generic-model_2.11-0.1.0.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.1.0,2020-04-30 12:13  66930687,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.1.0/nussknacker-generic-model_2.11-0.1.0-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.9,2018-07-13 13:20     42871,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.9/nussknacker-generic-model_2.11-0.0.9.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.9,2018-07-13 13:20  51226520,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.9/nussknacker-generic-model_2.11-0.0.9-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.12,2019-11-26 12:41     11313,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.12/nussknacker-generic-model_2.11-0.0.12.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.12,2019-11-26 12:41  95103308,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.12/nussknacker-generic-model_2.11-0.0.12-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.11,2019-04-01 21:42     10948,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.11/nussknacker-generic-model_2.11-0.0.11.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.11,2019-04-01 21:42  58856219,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.11/nussknacker-generic-model_2.11-0.0.11-assembly.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.10,2018-11-13 17:21     10947,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.10/nussknacker-generic-model_2.11-0.0.10.jar
,pl.touk.nussknacker,nussknacker-generic-model_2.11,0.0.10,2018-11-13 17:21  58259175,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-generic-model_2.11/0.0.10/nussknacker-generic-model_2.11-0.0.10-assembly.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,1.2.0,2022-02-11 11:42    183444,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/1.2.0/nussknacker-flink-util_2.12-1.2.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,1.1.1,2022-02-01 08:51    199973,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/1.1.1/nussknacker-flink-util_2.12-1.1.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,1.1.0,2021-12-07 13:02    199972,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/1.1.0/nussknacker-flink-util_2.12-1.1.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,1.0.0-RC1,2021-09-16 07:57    221884,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/1.0.0-RC1/nussknacker-flink-util_2.12-1.0.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,1.0.0,2021-09-24 09:09    221880,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/1.0.0/nussknacker-flink-util_2.12-1.0.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.4.3,2021-09-22 10:56    222031,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.4.3/nussknacker-flink-util_2.12-0.4.3.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.4.2,2021-09-14 14:58    222031,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.4.2/nussknacker-flink-util_2.12-0.4.2.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.4.1,2021-09-01 13:52    222031,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.4.1/nussknacker-flink-util_2.12-0.4.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.4.0-RC1,2021-07-29 18:18    222036,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.4.0-RC1/nussknacker-flink-util_2.12-0.4.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.4.0,2021-08-12 15:28    222031,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.4.0/nussknacker-flink-util_2.12-0.4.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.3.0,2020-11-17 09:55    180057,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.3.0/nussknacker-flink-util_2.12-0.3.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.2.2,2020-09-03 07:42    173408,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.2.2/nussknacker-flink-util_2.12-0.2.2.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.2.1,2020-08-31 09:19    173408,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.2.1/nussknacker-flink-util_2.12-0.2.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.2.0,2020-08-07 11:45    173406,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.2.0/nussknacker-flink-util_2.12-0.2.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.1.2,2020-05-15 15:55    706634,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.1.2/nussknacker-flink-util_2.12-0.1.2.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.1.1,2020-05-06 16:22    700493,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.1.1/nussknacker-flink-util_2.12-0.1.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.1.0,2020-04-30 12:16    701304,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.1.0/nussknacker-flink-util_2.12-0.1.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.12,0.0.12,2019-11-26 12:47    646569,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.12/0.0.12/nussknacker-flink-util_2.12-0.0.12.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.4.3,2021-09-22 10:56    260606,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.4.3/nussknacker-flink-util_2.11-0.4.3.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.4.2,2021-09-14 14:58    260606,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.4.2/nussknacker-flink-util_2.11-0.4.2.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.4.1,2021-09-01 13:52    260606,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.4.1/nussknacker-flink-util_2.11-0.4.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.4.0-RC1,2021-07-29 18:18    260611,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.4.0-RC1/nussknacker-flink-util_2.11-0.4.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.4.0,2021-08-12 15:28    260606,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.4.0/nussknacker-flink-util_2.11-0.4.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.3.0,2020-11-17 09:55    209099,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.3.0/nussknacker-flink-util_2.11-0.3.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.2.2,2020-09-03 07:42    201961,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.2.2/nussknacker-flink-util_2.11-0.2.2.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.2.1,2020-08-31 09:19    201961,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.2.1/nussknacker-flink-util_2.11-0.2.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.2.0,2020-08-07 11:45    201959,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.2.0/nussknacker-flink-util_2.11-0.2.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.1.2,2020-05-15 15:55    888343,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.1.2/nussknacker-flink-util_2.11-0.1.2.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.1.1,2020-05-06 16:22    880662,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.1.1/nussknacker-flink-util_2.11-0.1.1.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.1.0,2020-04-30 12:02    879194,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.1.0/nussknacker-flink-util_2.11-0.1.0.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.9,2018-07-13 13:18    232284,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.9/nussknacker-flink-util_2.11-0.0.9.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.8,2018-05-07 13:39    104560,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.8/nussknacker-flink-util_2.11-0.0.8.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.7,2017-12-22 10:54    103573,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.7/nussknacker-flink-util_2.11-0.0.7.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.6,2017-08-09 12:42     87507,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.6/nussknacker-flink-util_2.11-0.0.6.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.5,2017-08-09 12:05     87507,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.5/nussknacker-flink-util_2.11-0.0.5.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.4,2017-07-28 22:00     87507,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.4/nussknacker-flink-util_2.11-0.0.4.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.12,2019-11-26 12:29    797166,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.12/nussknacker-flink-util_2.11-0.0.12.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.11,2019-04-01 19:58    344070,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.11/nussknacker-flink-util_2.11-0.0.11.jar
,pl.touk.nussknacker,nussknacker-flink-util_2.11,0.0.10,2018-11-13 17:16    232302,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-util_2.11/0.0.10/nussknacker-flink-util_2.11-0.0.10.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.9.2,2023-05-17 14:37       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.9.2/nussknacker-flink-tests_2.13-1.9.2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.9.1,2023-04-24 11:56       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.9.1/nussknacker-flink-tests_2.13-1.9.1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.9.0-RC1,2023-04-17 07:38       309,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.9.0-RC1/nussknacker-flink-tests_2.13-1.9.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.9.0,2023-04-21 11:14       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.9.0/nussknacker-flink-tests_2.13-1.9.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.8.2-RC4,2023-03-20 14:01       312,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.8.2-RC4/nussknacker-flink-tests_2.13-1.8.2-RC4.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.8.2-RC3,2023-03-16 13:18       311,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.8.2-RC3/nussknacker-flink-tests_2.13-1.8.2-RC3.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.8.2-RC2,2023-03-15 14:10       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.8.2-RC2/nussknacker-flink-tests_2.13-1.8.2-RC2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.8.1,2023-02-28 10:58       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.8.1/nussknacker-flink-tests_2.13-1.8.1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.8.0-RC1,2023-02-14 09:20       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.8.0-RC1/nussknacker-flink-tests_2.13-1.8.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.8.0,2023-02-17 10:11       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.8.0/nussknacker-flink-tests_2.13-1.8.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.12.0,2023-10-06 15:10       307,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.12.0/nussknacker-flink-tests_2.13-1.12.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.11.3,2023-09-11 16:01       307,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.11.3/nussknacker-flink-tests_2.13-1.11.3.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.11.2,2023-09-11 13:15       307,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.11.2/nussknacker-flink-tests_2.13-1.11.2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.11.1,2023-08-25 14:13       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.11.1/nussknacker-flink-tests_2.13-1.11.1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.11.0-RC1,2023-08-16 13:41       309,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.11.0-RC1/nussknacker-flink-tests_2.13-1.11.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.11.0,2023-08-22 10:27       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.11.0/nussknacker-flink-tests_2.13-1.11.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.10.0-RC3,2023-06-29 06:36       311,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.10.0-RC3/nussknacker-flink-tests_2.13-1.10.0-RC3.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.10.0-RC2,2023-06-22 10:10       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.10.0-RC2/nussknacker-flink-tests_2.13-1.10.0-RC2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.10.0-RC1,2023-06-20 16:11       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.10.0-RC1/nussknacker-flink-tests_2.13-1.10.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.13,1.10.0,2023-06-29 10:03       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.13/1.10.0/nussknacker-flink-tests_2.13-1.10.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.9.2,2023-05-17 14:36       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.9.2/nussknacker-flink-tests_2.12-1.9.2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.9.1,2023-04-24 11:56       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.9.1/nussknacker-flink-tests_2.12-1.9.1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.9.0-RC1,2023-04-17 07:38       309,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.9.0-RC1/nussknacker-flink-tests_2.12-1.9.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.9.0,2023-04-21 11:14       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.9.0/nussknacker-flink-tests_2.12-1.9.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.8.2-RC4,2023-03-20 14:01       312,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.8.2-RC4/nussknacker-flink-tests_2.12-1.8.2-RC4.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.8.2-RC3,2023-03-16 13:19       311,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.8.2-RC3/nussknacker-flink-tests_2.12-1.8.2-RC3.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.8.2-RC2,2023-03-15 14:10       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.8.2-RC2/nussknacker-flink-tests_2.12-1.8.2-RC2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.8.1,2023-02-28 10:58       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.8.1/nussknacker-flink-tests_2.12-1.8.1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.8.0-RC1,2023-02-14 09:20       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.8.0-RC1/nussknacker-flink-tests_2.12-1.8.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.8.0,2023-02-17 10:11       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.8.0/nussknacker-flink-tests_2.12-1.8.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.7.0-RC1,2022-12-08 08:09       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.7.0-RC1/nussknacker-flink-tests_2.12-1.7.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.7.0,2022-12-19 13:16       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.7.0/nussknacker-flink-tests_2.12-1.7.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.6.1,2022-11-08 21:48       307,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.6.1/nussknacker-flink-tests_2.12-1.6.1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.6.0,2022-10-18 16:51       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.6.0/nussknacker-flink-tests_2.12-1.6.0.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.5.0-RC2,2022-08-09 13:57       311,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.5.0-RC2/nussknacker-flink-tests_2.12-1.5.0-RC2.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.5.0-RC1,2022-08-09 13:27       310,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.5.0-RC1/nussknacker-flink-tests_2.12-1.5.0-RC1.jar
,pl.touk.nussknacker,nussknacker-flink-tests_2.12,1.5.0,2022-08-16 15:16       306,,https://repo1.maven.org/maven2/pl/touk/nussknacker/nussknacker-flink-tests_2.12/1.5.0/nussknacker-flink-tests_2.12-1.5.0.jar
